"","id","l","y","costofl","sales","k","indcode","sector","age"
"821",821,52,356,285,2247,1093,52,"services",53
"822",822,43,66,247,3223,3695,40,"manufacturing",8
"823",823,180,3991,1189,18432,5824,25,"manufacturing",10
"824",824,47,6280,799,10171,31799,70,"services",8
"825",825,68,750,464,3007,1706,51,"services",3
"826",826,67,388,144,4807,1996,51,"services",11
"827",827,61,1033,582,8171,3593,74,"services",8
"828",828,104,936,533,1590,6398,90,"services",40
"829",829,244,1113,2443,8849,2759,64,"services",9
"830",830,27,494,179,16665,2969,51,"services",7
"831",831,209,1354,1023,4147,2332,22,"manufacturing",44
"832",832,249,659,775,1821,1259,26,"manufacturing",51
"833",833,38,685,176,2699,1751,52,"services",6
"834",834,141,886,551,7926,2690,20,"manufacturing",9
"835",835,140,3459,1044,30501,8943,50,"services",10
"836",836,100,659,564,2777,3312,40,"manufacturing",8
"837",837,85,16957,1050,222302,59261,74,"services",8
"838",838,650,1545,2821,10219,7213,19,"manufacturing",18
"839",839,74,1591,989,8772,2264,51,"services",11
"840",840,351,1156,2199,25100,25616,21,"manufacturing",11
"841",841,150,1485,543,9672,12788,51,"services",9
"842",842,72,765,535,21911,8121,51,"services",11
"843",843,156,2949,1025,19413,9844,15,"manufacturing",7
"844",844,28,1648,571,15754,10282,92,"services",9
"845",845,83,1715,855,7199,4981,51,"services",8
"846",846,1982,14183,8664,187266,133728,51,"services",5
"847",847,20,94,141,2876,1253,51,"services",8
"848",848,47,345,251,5337,1597,51,"services",10
"849",849,68,633,53,7833,1956,51,"services",9
"850",850,8,532,41,8621,3780,67,"services",5
"851",851,20,228,166,4681,1913,51,"services",8
"852",852,7,499,29,8906,2721,15,"manufacturing",5
"853",853,245,3433,2035,40723,15794,52,"services",6
"854",854,56,420,274,3055,1513,52,"services",11
"855",855,109,1403,655,10379,5994,21,"manufacturing",10
"856",856,185,1165,831,3631,1844,25,"manufacturing",17
"857",857,124,3825,342,8729,13982,25,"manufacturing",7
"858",858,8,348,95,23820,2882,51,"services",3
"859",859,99,494,422,2521,543,45,"services",8
"860",860,25,517,388,4878,1274,51,"services",10
"861",861,197,621,676,7058,4309,36,"manufacturing",7
"862",862,112,4645,1137,51287,80503,70,"services",5
"863",863,18,914,368,13230,9625,51,"services",7
"864",864,380,4208,2161,12611,40890,15,"manufacturing",4
"865",865,150,805,650,5061,1960,45,"services",10
"866",866,36,658,275,5126,3576,51,"services",11
"867",867,27,737,568,7791,2514,51,"services",8
"868",868,3278,10307,16952,98540,79199,17,"manufacturing",37
"869",869,155,678,653,17770,25565,26,"manufacturing",9
"870",870,68,891,334,2167,2166,52,"services",8
"871",871,54,490,227,10795,5232,51,"services",10
"872",872,256,1459,983,14531,3486,51,"services",14
"873",873,43,1042,491,6759,3643,21,"manufacturing",7
"874",874,423,7965,3951,37405,13832,45,"services",5
"875",875,329,2268,1350,7347,1271,36,"manufacturing",11
"876",876,224,2669,2729,46389,19537,51,"services",7
"877",877,519,9257,4068,89987,27921,51,"services",4
"878",878,11,25,20,454,122,51,"services",10
"879",879,140,563,529,3466,3480,21,"manufacturing",12
"880",880,26,218,202,6163,2037,63,"services",7
"881",881,28,1465,637,11920,4924,51,"services",8
"882",882,31,2109,286,4624,4615,65,"services",7
"883",883,416,2113,1567,4657,3976,34,"manufacturing",50
"884",884,5,69,28,1832,9269,70,"services",3
"885",885,424,3046,2284,9816,3846,45,"services",8
"886",886,10,1864,55,4644,24945,70,"services",3
"887",887,26,253,245,4815,2955,51,"services",4
"888",888,36,968,365,10693,2239,52,"services",12
"889",889,80,1100,471,4150,557,51,"services",10
"890",890,291,1316,902,9359,8871,52,"services",5
"891",891,225,2893,1471,61154,9749,52,"services",9
"892",892,150,1294,977,20999,7997,52,"services",6
"893",893,119,793,602,1743,1139,31,"manufacturing",4
"894",894,215,9672,1856,59491,24081,52,"services",7
"895",895,17,529,82,7108,3400,51,"services",9
"896",896,223,2757,1351,10344,13970,34,"manufacturing",3
"897",897,64,2213,852,6805,5951,51,"services",3
"898",898,75,971,396,5599,4388,50,"services",9
"899",899,100,817,590,3642,3734,21,"manufacturing",14
"900",900,67,757,519,5700,2143,52,"services",6
"901",901,262,1608,1021,5893,3011,19,"manufacturing",10
"902",902,46,1664,1064,11456,6716,22,"manufacturing",5
"903",903,98,1755,477,3571,2741,34,"manufacturing",12
"904",904,610,10364,4308,41032,49993,26,"manufacturing",27
"905",905,100,371,332,1948,454,28,"manufacturing",10
"906",906,119,657,636,3422,1592,50,"services",47
"907",907,30,572,160,3179,905,28,"manufacturing",8
"908",908,85,739,445,9716,2397,51,"services",9
"909",909,160,2174,1217,17431,15951,15,"manufacturing",7
"910",910,92,1769,777,8102,3785,24,"manufacturing",7
"911",911,200,1409,1348,20116,5259,51,"services",7
"912",912,100,477,266,4089,5144,51,"services",7
"913",913,109,1513,933,2979,1477,72,"services",11
"914",914,35,458,196,4258,2137,20,"manufacturing",5
"915",915,110,579,370,2254,1044,45,"services",11
"916",916,105,774,575,17637,3855,51,"services",3
"917",917,270,5868,5626,33838,8879,22,"manufacturing",7
"918",918,33,312,272,2899,1483,22,"manufacturing",8
"919",919,52,324,308,5344,3693,51,"services",7
"920",920,5,141,37,1143,440,51,"services",4
"921",921,130,1866,940,7554,2537,45,"services",8
"922",922,950,11132,7411,25341,34279,11,"manufacturing",2
"923",923,80,2373,804,17599,3729,51,"services",11
"924",924,61,800,262,3449,3183,17,"manufacturing",8
"925",925,26,228,188,1437,513,50,"services",3
"926",926,68,769,575,19920,5537,60,"services",9
"927",927,109,480,344,3639,1047,51,"services",6
"928",928,163,863,782,2238,1236,14,"manufacturing",9
"929",929,115,519,265,2170,2627,25,"manufacturing",4
"930",930,2888,58829,32261,357697,163758,15,"manufacturing",9
"931",931,6,56,43,64,297,91,"services",9
"932",932,35,444,164,4123,5158,51,"services",9
"933",933,500,3237,2904,12136,4348,45,"services",48
"934",934,800,5498,3489,18123,8109,51,"services",10
"935",935,200,4025,970,13149,5027,36,"manufacturing",8
"936",936,105,1160,784,4666,2909,28,"manufacturing",23
"937",937,16,647,238,8175,3735,51,"services",3
"938",938,60,2711,1019,24711,4571,45,"services",4
"939",939,70,1364,645,4346,7684,40,"manufacturing",3
"940",940,108,2975,1140,17266,12817,24,"manufacturing",5
"941",941,20,137,64,4830,1738,51,"services",5
"942",942,250,1330,1344,2409,763,45,"services",7
"943",943,28,83,132,499,56,45,"services",3
"944",944,190,728,467,21315,1746,15,"manufacturing",10
"945",945,28,661,143,3304,1598,24,"manufacturing",6
"946",946,34,230,111,15111,751,51,"services",3
"947",947,166,643,590,1532,1859,26,"manufacturing",5
"948",948,129,2448,803,7989,36087,26,"manufacturing",7
"949",949,8,44,20,723,476,51,"services",5
"950",950,39,584,357,2217,1182,31,"manufacturing",4
"951",951,250,1437,1151,17533,18597,50,"services",1
"952",952,25,579,363,4917,873,51,"services",2
"953",953,69,633,488,3267,2795,20,"manufacturing",2
"954",954,5,25,26,278,146,51,"services",2
"955",955,45,746,366,5818,2073,51,"services",8
"956",956,280,1218,475,12158,3771,15,"manufacturing",9
"957",957,150,1245,739,9333,6867,15,"manufacturing",2
"958",958,46,240,244,435,237,74,"services",54
"959",959,204,924,864,2490,845,36,"manufacturing",8
"960",960,14,232,173,1157,427,28,"manufacturing",8
"961",961,50,947,293,2589,4113,51,"services",2
"962",962,81,408,261,1566,671,36,"manufacturing",5
"963",963,204,936,746,3173,761,36,"manufacturing",8
"964",964,10,142,39,1200,478,52,"services",4
"965",965,4,164,39,1294,340,60,"services",3
"966",966,104,1855,358,5539,2295,15,"manufacturing",16
"967",967,182,1196,796,17527,4870,21,"manufacturing",6
"968",968,70,136,172,1096,640,25,"manufacturing",1
"969",969,170,2086,1809,10075,1780,21,"manufacturing",6
"970",970,10,1149,836,17486,7769,52,"services",6
"971",971,15,568,221,3228,752,45,"services",8
"972",972,30,463,312,6652,3214,51,"services",7
"973",973,158,1540,879,4326,7153,25,"manufacturing",3
"974",974,268,10812,1654,43045,132794,21,"manufacturing",9
"975",975,38,1151,743,5865,1524,74,"services",9
"976",976,15,5501,1361,33120,3945,70,"services",10
"977",977,39,954,674,9216,5571,51,"services",10
"978",978,225,2652,2089,3595,4683,73,"services",48
"979",979,619,1904,2842,12117,11427,17,"manufacturing",49
"980",980,192,1719,872,5830,7064,25,"manufacturing",10
"981",981,217,1982,1345,7417,3909,28,"manufacturing",10
"982",982,201,1665,1614,20974,9985,51,"services",11
"983",983,465,4430,3531,14038,10783,29,"manufacturing",53
"984",984,874,423,3622,48787,19672,15,"manufacturing",9
"985",985,1764,71701,24611,277903,239392,21,"manufacturing",33
"986",986,188,1548,1517,3570,3987,29,"manufacturing",8
"987",987,6,179,29,2274,705,51,"services",10
"988",988,140,57327,2742,84153,162253,65,"services",9
"989",989,62,1388,882,3386,5020,22,"manufacturing",8
"990",990,310,2357,1646,7572,2607,45,"services",10
"991",991,392,7207,2779,17842,13434,29,"manufacturing",49
"992",992,40,1017,401,1751,2712,15,"manufacturing",18
"993",993,70,610,521,812,1428,33,"manufacturing",23
"994",994,111,801,445,4020,1321,60,"services",10
"995",995,80,1557,969,12515,11141,33,"manufacturing",9
"996",996,85,1409,906,15301,5827,29,"manufacturing",14
"997",997,661,29953,6679,88967,92755,26,"manufacturing",26
"998",998,85,736,399,7628,2644,51,"services",9
"999",999,60,2072,999,85532,16798,50,"services",9
"1000",1000,59,15893,378,18430,33850,65,"services",9
"1001",1001,159,4188,3728,16364,9832,22,"manufacturing",5
"1002",1002,300,5992,2494,14615,21063,55,"services",7
"1003",1003,200,1112,883,41979,5988,51,"services",10
"1004",1004,833,2592,3166,11320,14085,26,"manufacturing",52
"1005",1005,29,279,159,19619,2232,36,"manufacturing",11
"1006",1006,120,3804,1625,65257,14880,45,"services",8
"1007",1007,127,29182,1271,35626,108813,65,"services",10
"1008",1008,125,950,747,34652,12514,51,"services",10
"1009",1009,969,1176,4046,42749,12627,15,"manufacturing",25
"1010",1010,1281,3756,6850,17040,11113,31,"manufacturing",51
"1011",1011,710,11904,4458,69679,49128,36,"manufacturing",6
"1012",1012,507,5455,4938,8995,11905,45,"services",10
"1013",1013,16,877,224,1303,1820,74,"services",7
"1014",1014,128,2026,1038,40242,3222,51,"services",7
"1015",1015,315,2047,1389,18647,7286,15,"manufacturing",5
"1016",1016,194,1336,1900,6637,2526,45,"services",45
"1017",1017,666,5915,4999,23626,4523,55,"services",8
"1018",1018,60,7219,752,25342,23861,51,"services",11
"1019",1019,628,2197,2549,9907,3259,17,"manufacturing",6
"1020",1020,65,436,179,4141,1573,51,"services",9
"1021",1021,115,114,5,7268,2749,51,"services",10
"1022",1022,878,9447,4851,20078,17635,29,"manufacturing",25
"1023",1023,11,154,135,386,103,70,"services",4
"1024",1024,365,182,1879,3880,11244,29,"manufacturing",27
"1025",1025,81,1157,693,17625,2892,51,"services",9
"1026",1026,176,2373,1594,48183,16126,51,"services",6
"1027",1027,458,5706,4282,13226,5739,45,"services",18
"1028",1028,348,6053,1639,9850,28081,41,"manufacturing",9
"1029",1029,40,559,602,122704,11437,50,"services",7
"1030",1030,187,868,636,9270,1339,15,"manufacturing",10
"1031",1031,10,304,130,6812,1317,51,"services",6
"1032",1032,165,2770,1636,18725,4709,72,"services",13
"1033",1033,61,1781,896,11880,3440,63,"services",8
"1034",1034,141,642,560,3423,3167,50,"services",27
"1035",1035,437,3081,1907,24239,10672,52,"services",9
"1036",1036,106,1723,915,26659,3832,51,"services",10
"1037",1037,253,1982,1892,6472,1969,29,"manufacturing",5
"1038",1038,90,3111,1697,20142,5873,24,"manufacturing",8
"1039",1039,380,1288,797,14654,5536,15,"manufacturing",9
"1040",1040,110,975,519,10685,1750,51,"services",9
"1041",1041,177,2642,1090,35200,8463,51,"services",12
"1042",1042,108,1026,463,29547,6083,51,"services",9
"1043",1043,170,1356,1422,22072,29816,25,"manufacturing",7
"1044",1044,213,2865,822,38267,29817,51,"services",11
"1045",1045,425,1262,1852,21983,4692,52,"services",5
"1046",1046,275,4390,852,84476,21834,51,"services",5
"1047",1047,114,1107,696,10594,3832,50,"services",5
"1048",1048,290,797,1371,1803,4309,29,"manufacturing",5
"1049",1049,528,4912,3318,19472,12727,20,"manufacturing",38
"1050",1050,402,2844,2591,6705,6562,60,"services",6
"1051",1051,216,738,1097,9402,4873,51,"services",9
"1052",1052,263,2722,660,26060,16388,51,"services",8
"1053",1053,150,213,137,492,3199,24,"manufacturing",4
"1054",1054,790,2905,2804,12802,11495,20,"manufacturing",52
"1055",1055,95,1605,565,9792,2912,15,"manufacturing",10
"1056",1056,100,815,423,3617,2313,15,"manufacturing",8
"1057",1057,98,579,640,8841,4901,51,"services",9
"1058",1058,101,1230,524,6183,3160,15,"manufacturing",6
"1059",1059,293,3320,1298,10310,2966,24,"manufacturing",54
"1060",1060,375,2095,1806,4656,3536,29,"manufacturing",25
"1061",1061,63,2085,771,14088,14146,23,"manufacturing",8
"1062",1062,354,2244,1754,8096,2323,60,"services",38
"1063",1063,166,649,757,2387,639,45,"services",25
"1064",1064,600,3175,1805,6830,2808,18,"manufacturing",10
"1065",1065,525,6081,2969,11641,8535,90,"services",47
"1066",1066,30,1265,230,4528,3743,51,"services",11
"1067",1067,4000,37831,31764,57593,60601,80,"services",5
"1068",1068,176,1284,936,26584,5588,50,"services",4
"1069",1069,155,938,276,10376,2246,15,"manufacturing",10
"1070",1070,170,306,343,9451,2714,51,"services",8
"1071",1071,201,3566,2641,6408,3059,74,"services",49
"1072",1072,174,1502,1083,14693,1691,50,"services",4
"1073",1073,441,2541,1965,9054,2828,15,"manufacturing",9
"1074",1074,75,1336,800,28462,12960,51,"services",6
"1075",1075,20,813,455,13101,9536,72,"services",10
"1076",1076,314,10320,7028,104130,70754,24,"manufacturing",8
"1077",1077,93,1046,472,13163,2245,50,"services",5
"1078",1078,335,4159,2363,11243,9069,90,"services",50
"1079",1079,52,382,350,9967,4077,51,"services",7
"1080",1080,361,1230,1094,8900,7598,20,"manufacturing",9
"1081",1081,418,1850,1602,4604,2228,60,"services",24
"1082",1082,61,310,267,2651,523,51,"services",18
"1083",1083,220,1073,957,4937,1516,51,"services",7
"1084",1084,223,2021,1086,54328,16213,52,"services",8
"1085",1085,723,6909,6401,28006,35520,29,"manufacturing",40
"1086",1086,22,816,429,15351,8274,51,"services",5
"1087",1087,37,2333,702,13598,5278,51,"services",9
"1088",1088,178,4213,2199,33410,14523,45,"services",5
"1089",1089,306,3357,1386,15871,5923,15,"manufacturing",11
"1090",1090,600,1614,2103,7350,4676,36,"manufacturing",52
"1091",1091,725,4320,3630,28722,12024,27,"manufacturing",5
"1092",1092,68,1065,427,29542,4013,50,"services",21
"1093",1093,103,3821,2634,27631,10511,72,"services",9
"1094",1094,410,1913,1141,15286,2348,52,"services",8
"1095",1095,228,2035,1465,9025,9090,26,"manufacturing",5
"1096",1096,219,5207,2518,14841,3514,45,"services",8
"1097",1097,248,634,1660,13783,7515,15,"manufacturing",10
"1098",1098,34,935,235,345,2883,35,"manufacturing",9
"1099",1099,369,11313,4450,50936,36494,24,"manufacturing",4
"1100",1100,77,1294,687,6921,2105,51,"services",13
"1101",1101,61,707,391,2264,1379,45,"services",9
"1102",1102,48,264,266,4051,1279,51,"services",5
"1103",1103,317,1518,1247,5076,1941,28,"manufacturing",34
"1104",1104,188,3522,1837,6274,4539,28,"manufacturing",9
"1105",1105,246,1696,1405,12333,8371,45,"services",5
"1106",1106,283,2400,829,13224,6109,63,"services",11
"1107",1107,261,108,743,2304,721,36,"manufacturing",7
"1108",1108,247,2344,919,8063,3943,45,"services",8
"1109",1109,354,2261,1807,7125,2609,27,"manufacturing",11
"1110",1110,479,7700,5069,33577,9966,45,"services",10
"1111",1111,272,1857,1470,4443,2789,26,"manufacturing",7
"1112",1112,27,730,175,5565,2907,51,"services",10
"1113",1113,142,2400,962,9752,5260,24,"manufacturing",11
"1114",1114,456,5459,2855,30374,32372,26,"manufacturing",9
"1115",1115,174,7088,2467,41098,23911,25,"manufacturing",7
"1116",1116,35,719,632,38129,28261,50,"services",6
"1117",1117,230,3514,1330,42738,4543,51,"services",10
"1118",1118,59,1081,254,20508,4065,50,"services",9
"1119",1119,59,765,358,5590,2441,51,"services",5
"1120",1120,179,2292,1378,44059,14616,51,"services",10
"1121",1121,50,74,311,2857,6129,70,"services",31
"1122",1122,11,284,86,5830,1092,51,"services",8
"1123",1123,135,2303,1409,55082,5959,51,"services",8
"1124",1124,99,1008,399,14391,4235,51,"services",10
"1125",1125,113,709,393,24784,6372,51,"services",7
"1126",1126,51,1900,504,32998,9022,51,"services",6
"1127",1127,931,5286,4185,18892,6743,36,"manufacturing",7
"1128",1128,666,3131,2378,37530,16299,52,"services",7
"1129",1129,75,1146,225,104105,8909,51,"services",9
"1130",1130,324,1421,2505,22517,16343,15,"manufacturing",7
"1131",1131,173,6370,1817,18061,9103,31,"manufacturing",7
"1132",1132,52,2521,892,20929,11115,51,"services",8
"1133",1133,446,2676,1666,7607,5416,19,"manufacturing",27
"1134",1134,80,339,733,13854,5385,51,"services",8
"1135",1135,102,2136,657,8078,8147,15,"manufacturing",7
"1136",1136,53,826,603,14528,6481,51,"services",5
"1137",1137,126,1175,551,11790,7308,51,"services",6
"1138",1138,108,6498,1927,22281,13157,24,"manufacturing",9
"1139",1139,435,2012,1636,6690,7469,40,"manufacturing",26
"1140",1140,64,1305,1204,2734,1386,45,"services",7
"1141",1141,122,1430,742,33129,4810,51,"services",10
"1142",1142,81,687,349,8079,1908,50,"services",8
"1143",1143,289,1760,1324,4122,1775,60,"services",24
"1144",1144,561,3669,2746,11635,3984,60,"services",24
"1145",1145,318,8439,2880,18620,14827,22,"manufacturing",43
"1146",1146,46,4141,3356,19050,5693,50,"services",9
"1147",1147,1428,7881,6095,15561,58149,73,"services",25
"1148",1148,45,6980,631,23718,19455,22,"manufacturing",7
"1149",1149,207,2667,1392,17241,12523,40,"manufacturing",34
"1150",1150,408,10196,2774,81588,31392,15,"manufacturing",9
"1151",1151,200,2488,1332,21120,17603,15,"manufacturing",6
"1152",1152,50,715,211,11378,1568,51,"services",9
"1153",1153,429,7504,3410,10506,3605,45,"services",54
"1154",1154,620,6276,1466,30779,17397,52,"services",9
"1155",1155,243,1797,717,6594,11055,32,"manufacturing",16
"1156",1156,140,1260,925,10660,1765,50,"services",10
"1157",1157,92,1736,298,8886,5152,25,"manufacturing",9
"1158",1158,303,5222,2672,10666,5365,15,"manufacturing",7
"1159",1159,584,2036,1501,23803,9166,31,"manufacturing",7
"1160",1160,170,1814,1105,9825,3778,63,"services",7
"1161",1161,146,1660,743,43115,5720,51,"services",8
"1162",1162,176,955,547,5462,3297,29,"manufacturing",7
"1163",1163,166,1614,1251,14703,4954,28,"manufacturing",7
"1164",1164,278,1537,1144,3763,1589,60,"services",39
"1165",1165,58,1711,583,18187,13471,25,"manufacturing",6
"1166",1166,114,1109,671,3950,1852,45,"services",8
"1167",1167,206,2064,1867,4516,1692,45,"services",38
"1168",1168,481,3324,1987,10045,16104,26,"manufacturing",7
"1169",1169,82,946,563,3285,2151,14,"manufacturing",31
"1170",1170,158,1882,605,10301,4631,33,"manufacturing",7
"1171",1171,59,658,224,7721,2004,51,"services",9
"1172",1172,52,855,510,3193,1540,45,"services",18
"1173",1173,338,3795,1779,18502,7369,36,"manufacturing",10
"1174",1174,441,2256,1882,4573,2142,60,"services",10
"1175",1175,11,405,97,846,498,70,"services",8
"1176",1176,34,629,422,6387,2243,51,"services",10
"1177",1177,19,255,200,2583,900,51,"services",5
"1178",1178,25,144,399,11824,5035,51,"services",9
"1179",1179,110,406,450,2566,771,29,"manufacturing",48
"1180",1180,279,2925,2232,13199,2363,45,"services",9
"1181",1181,336,2573,1779,6229,2818,50,"services",26
"1182",1182,85,1207,500,6446,3702,21,"manufacturing",17
"1183",1183,257,1343,1069,5356,1739,45,"services",27
"1184",1184,135,1920,1165,10182,3464,26,"manufacturing",8
"1185",1185,82,417,227,8467,2126,50,"services",10
"1186",1186,50,670,277,7178,2721,51,"services",13
"1187",1187,28,1224,692,8495,4110,51,"services",8
"1188",1188,271,1246,945,3352,2412,33,"manufacturing",31
"1189",1189,38,808,668,5862,3311,28,"manufacturing",7
"1190",1190,949,7969,4624,28308,40206,14,"manufacturing",34
"1191",1191,223,919,971,3260,1376,45,"services",50
"1192",1192,85,829,379,11064,2976,50,"services",9
"1193",1193,240,5651,1568,14051,16832,26,"manufacturing",11
"1194",1194,69,1312,471,13814,2395,50,"services",8
"1195",1195,275,4381,967,16818,37928,28,"manufacturing",5
"1196",1196,49,3645,519,7136,8673,65,"services",5
"1197",1197,46,647,472,2457,3664,24,"manufacturing",7
"1198",1198,67,1201,300,5527,2580,25,"manufacturing",7
"1199",1199,220,588,709,1919,1088,32,"manufacturing",43
"1200",1200,33,154,188,3507,1033,51,"services",6
"1201",1201,45,1680,248,14248,8490,51,"services",6
"1202",1202,210,494,693,2483,2244,20,"manufacturing",50
"1203",1203,113,1389,275,20892,3080,51,"services",7
"1204",1204,239,1017,97,15763,2148,15,"manufacturing",9
"1205",1205,800,4671,4429,7653,8130,80,"services",34
"1206",1206,200,1313,1087,5369,2185,45,"services",10
"1207",1207,154,2131,1742,4360,1304,28,"manufacturing",6
"1208",1208,125,808,585,7067,3309,21,"manufacturing",10
"1209",1209,85,787,443,3918,2079,24,"manufacturing",10
"1210",1210,371,1951,1128,9298,4496,17,"manufacturing",8
"1211",1211,100,690,496,4035,1177,52,"services",6
"1212",1212,70,317,267,3386,1193,17,"manufacturing",18
"1213",1213,45,543,229,5708,1916,51,"services",9
"1214",1214,125,1156,718,11708,2030,50,"services",32
"1215",1215,100,107,412,1067,2460,55,"services",38
"1216",1216,172,2863,1213,8631,5990,36,"manufacturing",9
"1217",1217,33,1077,373,4445,3271,15,"manufacturing",10
"1218",1218,498,3348,1643,13158,5036,18,"manufacturing",10
"1219",1219,4,25,4,31,1498,70,"services",14
"1220",1220,543,3912,2726,5391,6820,29,"manufacturing",6
"1221",1221,212,1842,1203,5777,8217,28,"manufacturing",7
"1222",1222,140,1201,764,4493,2020,19,"manufacturing",17
"1223",1223,102,720,418,11119,4328,51,"services",9
"1224",1224,56,619,705,4150,2678,51,"services",12
"1225",1225,391,1811,1373,3806,1836,60,"services",24
"1226",1226,191,1417,1086,6125,2210,28,"manufacturing",6
"1227",1227,5,131,48,71,1126,70,"services",52
"1228",1228,100,1246,762,5215,1518,45,"services",7
"1229",1229,326,764,1310,5265,12047,40,"manufacturing",9
"1230",1230,70,2395,726,24175,10028,25,"manufacturing",7
"1231",1231,38,225,83,13101,3493,51,"services",17
"1232",1232,324,1148,895,2808,1608,60,"services",10
"1233",1233,265,3353,1775,6560,2992,45,"services",10
"1234",1234,20,99,220,1876,7483,74,"services",4
"1235",1235,145,980,739,2607,1603,93,"services",7
"1236",1236,2,85,10,5222,773,52,"services",7
"1237",1237,447,1647,1318,7302,4235,17,"manufacturing",5
"1238",1238,349,1813,1370,6682,2838,45,"services",35
"1239",1239,241,889,772,2295,2027,28,"manufacturing",25
"1240",1240,224,1491,1175,7333,1764,28,"manufacturing",25
"1241",1241,125,494,316,6611,1573,51,"services",5
"1242",1242,63,390,218,3783,4472,15,"manufacturing",9
"1243",1243,1040,8523,7746,11635,5625,80,"services",26
"1244",1244,841,6444,4772,11145,7143,73,"services",52
"1245",1245,158,970,707,3126,1371,36,"manufacturing",7
"1246",1246,201,755,874,3413,1400,36,"manufacturing",7
"1247",1247,298,2723,1882,7041,10734,14,"manufacturing",44
"1248",1248,158,1037,758,2093,3669,40,"manufacturing",25
"1249",1249,62,22573,1006,26057,55591,65,"services",5
"1250",1250,176,2416,680,12992,2163,15,"manufacturing",8
"1251",1251,350,1631,1109,5741,2570,70,"services",9
"1252",1252,160,2326,452,7853,5820,51,"services",10
"1253",1253,320,1622,1331,4961,2403,36,"manufacturing",22
"1254",1254,224,1222,830,3638,1858,36,"manufacturing",6
"1255",1255,208,2538,2254,20384,7143,45,"services",6
"1256",1256,128,4348,1966,15516,19625,51,"services",6
"1257",1257,148,2510,1017,10850,8212,14,"manufacturing",6
"1258",1258,61,545,337,2905,1292,28,"manufacturing",11
"1259",1259,65,630,368,3671,1260,51,"services",11
"1260",1260,53,913,1479,4824,13479,74,"services",47
"1261",1261,181,5156,1063,15737,6336,15,"manufacturing",7
"1262",1262,9,285,61,6687,3455,51,"services",6
"1263",1263,81,1859,659,7209,7195,34,"manufacturing",7
"1264",1264,96,877,696,3069,1385,36,"manufacturing",11
"1265",1265,82,1327,612,20351,6806,51,"services",11
"1266",1266,111,1301,831,12293,5814,51,"services",8
"1267",1267,20,369,171,3512,1155,50,"services",7
"1268",1268,175,2723,976,33134,19064,36,"manufacturing",10
"1269",1269,69,573,380,1916,1680,40,"manufacturing",4
"1270",1270,184,772,824,5395,4219,52,"services",10
"1271",1271,58,1670,462,7078,10340,29,"manufacturing",6
"1272",1272,611,2362,2173,6791,1026,55,"services",7
"1273",1273,29,428,254,9018,2400,51,"services",6
"1274",1274,131,2169,435,7748,5368,25,"manufacturing",7
"1275",1275,287,1555,905,15308,3381,52,"services",11
"1276",1276,120,822,751,4179,1392,45,"services",8
"1277",1277,170,1645,1197,2911,1257,74,"services",50
"1278",1278,100,437,363,1495,1408,85,"services",22
"1279",1279,10,315,99,1328,406,51,"services",4
"1280",1280,38,419,149,862,438,45,"services",9
"1281",1281,8,179,171,380,142,74,"services",3
"1282",1282,193,1335,972,6867,2473,45,"services",30
"1283",1283,115,1772,673,5597,2299,26,"manufacturing",10
"1284",1284,116,1332,648,14204,6756,15,"manufacturing",11
"1285",1285,327,2224,1338,7303,3170,20,"manufacturing",9
"1286",1286,98,1933,624,6355,5131,26,"manufacturing",17
"1287",1287,74,403,307,5753,2528,51,"services",9
"1288",1288,89,405,361,2059,661,45,"services",11
"1289",1289,170,1240,602,11174,3055,15,"manufacturing",13
"1290",1290,335,1709,1343,4353,3079,19,"manufacturing",47
"1291",1291,47,404,131,4660,1834,18,"manufacturing",10
"1292",1292,1008,4738,4675,10084,13724,85,"services",5
"1293",1293,73,153,322,1810,1327,51,"services",50
"1294",1294,69,764,332,10177,1801,50,"services",8
"1295",1295,123,1305,514,15404,4026,51,"services",10
"1296",1296,235,1749,1387,3823,1778,14,"manufacturing",29
"1297",1297,34,770,285,38,20995,70,"services",5
"1298",1298,201,2069,1064,8576,3599,45,"services",9
"1299",1299,152,10685,2492,21919,16790,72,"services",9
"1300",1300,210,333,45,NA,1879,51,"services",8
"1301",1301,52,2814,545,15416,6039,51,"services",7
"1302",1302,146,1641,991,8881,2654,60,"services",5
"1303",1303,28,761,354,12510,6541,51,"services",8
"1304",1304,11,1084,100,10381,2930,51,"services",7
"1305",1305,104,637,535,1708,1449,45,"services",27
"1306",1306,110,521,559,1599,386,36,"manufacturing",4
"1307",1307,108,820,529,1417,7393,41,"manufacturing",9
"1308",1308,299,2186,1802,8709,2473,28,"manufacturing",4
"1309",1309,20,10904,328,14504,14750,65,"services",3
"1310",1310,39,643,331,2965,6313,40,"manufacturing",4
"1311",1311,196,1748,1551,3386,987,45,"services",3
"1312",1312,104,629,508,6285,1609,15,"manufacturing",8
"1313",1313,233,6609,1651,26539,7565,50,"services",10
"1314",1314,50,418,282,11436,1896,30,"manufacturing",10
"1315",1315,251,2094,1552,4590,1437,45,"services",9
"1316",1316,169,1064,930,7501,1862,60,"services",6
"1317",1317,458,2565,2564,8479,1744,63,"services",47
"1318",1318,20,633,182,1764,10179,45,"services",9
"1319",1319,463,1767,1631,3277,1729,18,"manufacturing",7
"1320",1320,3,706,23,1620,8562,70,"services",7
"1321",1321,353,2856,1498,5342,15493,41,"manufacturing",5
