"","id","l","y","costofl","sales","k","indcode","sector","age"
"1823",1823,318,9185,1619,16626,8613,60,"services",11
"1824",1824,661,3562,2208,10179,9289,36,"manufacturing",7
"1825",1825,81,738,498,7316,1212,52,"services",9
"1826",1826,21,2457,260,4462,23738,65,"services",2
"1827",1827,335,1309,903,2906,1703,51,"services",10
"1828",1828,26,323,174,1564,505,51,"services",9
"1829",1829,103,3647,714,9710,22634,26,"manufacturing",11
"1830",1830,84,646,601,1997,1119,45,"services",11
"1831",1831,68,500,317,9283,2194,51,"services",5
"1832",1832,41,1209,345,3893,4657,28,"manufacturing",9
"1833",1833,45,295,228,646,673,90,"services",3
"1834",1834,72,1771,2182,12947,6205,51,"services",7
"1835",1835,59,539,343,8887,2789,51,"services",10
"1836",1836,63,265,305,8162,1012,51,"services",2
"1837",1837,38,981,644,4610,1713,64,"services",6
"1838",1838,123,1623,1235,4134,1759,45,"services",11
"1839",1839,68,700,561,5730,1639,63,"services",10
"1840",1840,83,354,293,2122,10786,70,"services",5
"1841",1841,47,287,203,3159,409,60,"services",10
"1842",1842,232,1764,879,3309,7227,41,"manufacturing",9
"1843",1843,27,552,263,3660,1325,51,"services",5
"1844",1844,55,5640,2483,8727,3556,74,"services",7
"1845",1845,202,1034,782,3727,1562,29,"manufacturing",11
"1846",1846,181,1079,784,2823,1213,36,"manufacturing",7
"1847",1847,132,1275,775,3309,5694,41,"manufacturing",9
"1848",1848,62,553,227,8129,7227,51,"services",5
"1849",1849,10,2111,432,4151,6155,24,"manufacturing",9
"1850",1850,157,1023,746,24396,3509,50,"services",3
"1851",1851,99,979,533,12689,5463,51,"services",11
"1852",1852,73,899,403,18140,2037,51,"services",8
"1853",1853,89,979,588,8216,3425,51,"services",5
"1854",1854,18,183,86,2242,835,51,"services",3
"1855",1855,88,415,359,2592,480,45,"services",4
"1856",1856,124,564,542,944,2510,32,"manufacturing",3
"1857",1857,100,795,555,3829,913,45,"services",8
"1858",1858,269,2214,1333,5976,18793,41,"manufacturing",3
"1859",1859,50,432,36,2607,1174,51,"services",10
"1860",1860,115,763,733,3520,1240,29,"manufacturing",49
"1861",1861,131,878,681,4898,1201,45,"services",15
"1862",1862,30,328,151,3832,1495,51,"services",5
"1863",1863,49,654,199,2035,1420,25,"manufacturing",8
"1864",1864,57,1051,326,8161,8752,25,"manufacturing",4
"1865",1865,7,18,74,128,409,70,"services",2
"1866",1866,4,329,236,975,6645,70,"services",3
"1867",1867,63,1469,449,14458,3190,50,"services",8
"1868",1868,46,1456,860,11963,3483,51,"services",5
"1869",1869,59,732,245,13328,2061,15,"manufacturing",10
"1870",1870,4,21,15,43,16,74,"services",4
"1871",1871,47,239,152,2429,342,52,"services",4
"1872",1872,143,964,1364,2331,1379,29,"manufacturing",3
"1873",1873,68,582,399,1797,1054,45,"services",4
"1874",1874,118,630,533,2087,1957,22,"manufacturing",49
"1875",1875,53,216,226,624,763,33,"manufacturing",41
"1876",1876,90,799,504,5340,2507,24,"manufacturing",4
"1877",1877,100,801,414,1847,1414,15,"manufacturing",18
"1878",1878,174,806,642,3102,1072,45,"services",9
"1879",1879,78,403,250,1646,1330,74,"services",11
"1880",1880,119,1602,1027,6889,1791,45,"services",9
"1881",1881,75,1449,1208,6634,4563,29,"manufacturing",13
"1882",1882,16,950,125,1966,6566,65,"services",6
"1883",1883,15,418,284,4408,2233,51,"services",6
"1884",1884,87,1694,444,7139,5625,15,"manufacturing",3
"1885",1885,30,327,158,3762,1185,63,"services",12
"1886",1886,30,277,190,1685,1622,51,"services",47
"1887",1887,28,157,91,1914,1880,51,"services",10
"1888",1888,15,279,300,3967,1695,51,"services",7
"1889",1889,101,6762,1935,18554,23155,45,"services",3
"1890",1890,100,697,472,3148,738,45,"services",25
"1891",1891,55,315,258,4335,490,50,"services",3
"1892",1892,151,865,784,4395,1325,28,"manufacturing",3
"1893",1893,83,2329,815,3383,2030,72,"services",33
"1894",1894,61,970,499,5562,3850,51,"services",6
"1895",1895,141,979,779,4013,1611,26,"manufacturing",8
"1896",1896,107,627,555,21640,3092,50,"services",3
"1897",1897,69,1147,464,14333,2773,50,"services",11
"1898",1898,166,1925,922,8629,5191,28,"manufacturing",4
"1899",1899,24,858,273,11283,2116,63,"services",2
"1900",1900,164,4309,1722,18772,33080,24,"manufacturing",3
"1901",1901,63,532,466,7184,1874,51,"services",9
"1902",1902,62,526,125,13702,1788,51,"services",10
"1903",1903,200,1811,844,62233,8715,51,"services",10
"1904",1904,34,825,573,2137,3472,51,"services",10
"1905",1905,6,137,30,15578,2473,51,"services",3
"1906",1906,25,1484,1057,2093,761,45,"services",6
"1907",1907,110,572,461,33495,9947,51,"services",4
"1908",1908,188,1620,826,38481,11815,51,"services",2
"1909",1909,17,469,344,11389,7385,51,"services",4
"1910",1910,6,438,151,9593,1147,63,"services",3
"1911",1911,165,544,599,7643,2303,50,"services",26
"1912",1912,132,983,757,4077,1392,60,"services",9
"1913",1913,182,2124,1121,8971,3138,45,"services",12
"1914",1914,100,1221,986,6100,2543,74,"services",4
"1915",1915,55,794,343,5074,1414,51,"services",11
"1916",1916,11,2596,186,2823,5462,65,"services",4
"1917",1917,113,886,593,6099,1479,45,"services",12
"1918",1918,137,3544,1882,9222,5144,74,"services",10
"1919",1919,9,793,77,529,6059,71,"services",2
"1920",1920,229,985,904,3436,1460,28,"manufacturing",3
"1921",1921,44,341,229,3476,1251,51,"services",10
"1922",1922,125,542,155,1749,3856,45,"services",9
"1923",1923,345,2075,1117,8501,5075,51,"services",10
"1924",1924,4,478,8,488,7009,65,"services",7
"1925",1925,168,824,726,2678,1371,29,"manufacturing",36
"1926",1926,22,281,164,3004,1777,31,"manufacturing",3
"1927",1927,417,3264,3068,5681,1214,28,"manufacturing",2
"1928",1928,650,13843,2897,42329,28072,36,"manufacturing",3
"1929",1929,58,415,268,69112,19521,51,"services",2
"1930",1930,91,730,430,6069,3271,45,"services",6
"1931",1931,25,716,179,26342,2798,51,"services",4
"1932",1932,260,941,857,3433,2021,18,"manufacturing",8
"1933",1933,24,635,414,15202,1414,74,"services",5
"1934",1934,18,103,337,802,758,21,"manufacturing",3
"1935",1935,20,253,156,8635,2444,51,"services",3
"1936",1936,222,2542,1042,5890,2131,36,"manufacturing",7
"1937",1937,32,1290,444,5270,2917,52,"services",5
"1938",1938,19,919,378,5706,1938,51,"services",4
"1939",1939,57,470,291,1013,1646,40,"manufacturing",2
"1940",1940,175,2338,2251,6231,1425,40,"manufacturing",4
"1941",1941,73,779,348,1129,2761,70,"services",4
"1942",1942,91,2241,862,9193,5088,22,"manufacturing",13
"1943",1943,178,1597,1118,4222,2578,17,"manufacturing",54
"1944",1944,24,3143,294,6866,12075,24,"manufacturing",5
"1945",1945,297,4281,2164,56786,17534,50,"services",4
"1946",1946,74,950,421,2040,2116,55,"services",4
"1947",1947,140,1057,667,2862,1510,45,"services",9
"1948",1948,40,5748,263,6828,13339,65,"services",3
"1949",1949,121,3630,787,7186,4050,26,"manufacturing",16
"1950",1950,382,2799,2103,6202,3973,74,"services",5
"1951",1951,120,2825,450,6072,5892,29,"manufacturing",6
"1952",1952,179,1663,1045,4525,5030,40,"manufacturing",4
"1953",1953,119,861,624,2724,1492,60,"services",17
"1954",1954,180,987,812,3141,2203,29,"manufacturing",9
"1955",1955,65,735,280,3764,1536,15,"manufacturing",9
"1956",1956,96,907,304,6309,2117,51,"services",4
"1957",1957,65,2492,2049,13058,4716,74,"services",9
"1958",1958,45,4011,452,3102,17526,71,"services",4
"1959",1959,151,520,397,3777,3404,20,"manufacturing",10
"1960",1960,80,707,480,3294,2058,45,"services",6
"1961",1961,105,1105,543,1842,8473,41,"manufacturing",26
"1962",1962,74,472,403,1258,2638,41,"manufacturing",24
"1963",1963,119,739,579,2845,3429,28,"manufacturing",8
"1964",1964,17,680,303,20157,10529,51,"services",3
"1965",1965,82,899,372,1382,11487,41,"manufacturing",3
"1966",1966,45,3415,1116,5522,2381,74,"services",9
"1967",1967,70,939,610,7973,5359,25,"manufacturing",3
"1968",1968,63,623,396,1446,1634,40,"manufacturing",8
"1969",1969,27,287,114,4895,1875,51,"services",3
"1970",1970,130,629,503,2108,2369,17,"manufacturing",19
"1971",1971,24,2689,189,5978,42665,51,"services",9
"1972",1972,70,1470,692,7033,3946,45,"services",9
"1973",1973,23,127,121,528,412,17,"manufacturing",5
"1974",1974,28,1,94,515,2126,15,"manufacturing",3
"1975",1975,67,528,469,2156,999,40,"manufacturing",6
"1976",1976,245,1901,1389,3741,9596,41,"manufacturing",9
"1977",1977,97,1563,532,4887,1693,45,"services",2
"1978",1978,25,873,302,3726,3424,45,"services",9
"1979",1979,24,1724,353,5737,3510,51,"services",7
"1980",1980,149,713,680,2441,1253,55,"services",54
"1981",1981,10,890,212,3468,1791,50,"services",5
"1982",1982,13,360,111,2619,3808,70,"services",4
"1983",1983,97,3427,1322,8969,8351,72,"services",16
"1984",1984,19,207,79,2923,1041,51,"services",8
"1985",1985,85,830,445,1208,1224,25,"manufacturing",5
"1986",1986,63,703,522,1586,1458,29,"manufacturing",5
"1987",1987,148,760,551,2695,7401,70,"services",48
"1988",1988,22,134,177,797,720,29,"manufacturing",6
"1989",1989,10,215,84,446,1293,70,"services",3
"1990",1990,6,286,144,4354,1174,45,"services",3
"1991",1991,19,382,110,15581,1812,51,"services",16
"1992",1992,92,607,531,2351,1606,29,"manufacturing",10
"1993",1993,150,7027,1386,10333,9821,60,"services",10
"1994",1994,180,1122,747,7568,2374,52,"services",10
"1995",1995,110,1056,864,3666,7250,63,"services",3
"1996",1996,7,2813,78,4181,29033,74,"services",3
"1997",1997,70,2531,764,8096,4350,24,"manufacturing",7
"1998",1998,25,1191,453,16372,7341,51,"services",6
"1999",1999,15,249,48,3915,1443,51,"services",4
"2000",2000,60,704,380,13025,1164,50,"services",4
"2001",2001,18,70,58,198,66,55,"services",3
"2002",2002,399,2611,2702,16045,32287,26,"manufacturing",3
"2003",2003,8,74,53,9569,2038,51,"services",4
"2004",2004,40,653,160,9507,2580,50,"services",10
"2005",2005,400,16550,7309,329615,60148,16,"manufacturing",4
"2006",2006,118,1058,775,8856,3867,15,"manufacturing",3
"2007",2007,60,432,297,15687,4688,51,"services",9
"2008",2008,418,4474,2108,9952,6454,14,"manufacturing",3
"2009",2009,121,1241,552,20601,6342,51,"services",8
"2010",2010,158,3178,1206,36864,66408,20,"manufacturing",4
"2011",2011,350,4288,1619,15864,9168,34,"manufacturing",5
"2012",2012,345,3631,2099,10536,15512,40,"manufacturing",53
"2013",2013,1400,5272,4731,12886,10878,85,"services",44
"2014",2014,20,588,463,14399,4813,51,"services",4
"2015",2015,350,1161,945,2431,2994,85,"services",19
"2016",2016,34,197,59,9736,2554,15,"manufacturing",9
"2017",2017,4,129,88,5522,1188,51,"services",7
"2018",2018,30,433,139,6606,1438,51,"services",9
"2019",2019,6,66,52,1758,268,51,"services",3
"2020",2020,43,626,662,3554,1447,25,"manufacturing",7
"2021",2021,233,1408,631,5036,4410,31,"manufacturing",3
"2022",2022,114,887,434,2728,1615,31,"manufacturing",8
"2023",2023,11,344,45,18939,8523,63,"services",4
"2024",2024,75,2337,376,24844,3395,50,"services",7
"2025",2025,20,1160,528,21001,7120,51,"services",5
"2026",2026,50,1033,186,8461,2586,50,"services",10
"2027",2027,220,1106,959,5091,2332,20,"manufacturing",6
"2028",2028,28,229,235,6461,2918,51,"services",3
"2029",2029,1,45,15,23615,988,51,"services",3
"2030",2030,86,676,500,15362,3781,51,"services",10
"2031",2031,71,1037,912,14923,7383,51,"services",7
"2032",2032,65,913,449,9049,1463,50,"services",4
"2033",2033,65,1250,230,58067,9631,70,"services",6
"2034",2034,80,647,437,9611,6121,51,"services",6
"2035",2035,53,56500,1718,116988,207558,65,"services",4
"2036",2036,400,4315,3935,10044,7868,45,"services",10
"2037",2037,160,5137,2086,16144,6875,45,"services",10
"2038",2038,48,310,262,6428,922,50,"services",4
"2039",2039,130,1769,833,14397,6465,45,"services",9
"2040",2040,42,954,592,12523,6986,51,"services",9
"2041",2041,38,18017,780,22530,50599,65,"services",6
"2042",2042,100,710,446,6350,1866,52,"services",12
"2043",2043,204,1041,350,15875,8866,15,"manufacturing",5
"2044",2044,280,2935,1523,5000,14557,24,"manufacturing",4
"2045",2045,181,1718,946,7121,6623,25,"manufacturing",2
"2046",2046,71,625,237,9039,2045,52,"services",8
"2047",2047,525,3889,3203,9297,5298,60,"services",3
"2048",2048,67,19,140,47376,13855,50,"services",4
"2049",2049,13,2234,137,2370,24117,70,"services",5
"2050",2050,800,2300,1730,34035,11183,52,"services",4
"2051",2051,42,513,136,12435,1733,51,"services",7
"2052",2052,130,3365,1532,35405,5643,50,"services",6
"2053",2053,48,553,272,9633,1825,51,"services",9
"2054",2054,53,854,379,9969,2023,15,"manufacturing",6
"2055",2055,70,609,472,18234,2427,50,"services",2
"2056",2056,98,2466,1041,28225,15749,45,"services",3
"2057",2057,110,2128,1465,8895,4956,51,"services",7
"2058",2058,36,1186,315,1153,24536,45,"services",4
"2059",2059,39,514,250,14824,1636,51,"services",5
"2060",2060,20,788,197,5683,1921,51,"services",7
"2061",2061,100,2116,2034,23720,12491,51,"services",8
"2062",2062,75,3511,1550,7901,3913,74,"services",9
"2063",2063,20,1990,431,18476,3665,51,"services",3
"2064",2064,27,1174,254,10356,5348,51,"services",5
"2065",2065,180,242,158,5370,1331,15,"manufacturing",10
"2066",2066,90,905,466,4845,6519,15,"manufacturing",7
"2067",2067,197,1331,864,3947,2240,36,"manufacturing",38
"2068",2068,85,1618,792,10327,6076,25,"manufacturing",3
"2069",2069,100,588,440,2661,839,45,"services",8
"2070",2070,42,716,152,9514,1887,50,"services",4
"2071",2071,20,1006,271,631,5183,74,"services",3
"2072",2072,101,807,614,7169,3960,25,"manufacturing",11
"2073",2073,45,627,256,8060,3210,50,"services",7
"2074",2074,148,340,915,4709,5917,15,"manufacturing",3
"2075",2075,75,167,479,6534,3192,52,"services",4
"2076",2076,80,547,377,5027,1974,51,"services",10
"2077",2077,39,658,304,7550,4933,51,"services",7
"2078",2078,169,1359,740,53485,10288,51,"services",9
"2079",2079,140,2018,1837,12710,7597,34,"manufacturing",6
"2080",2080,680,6464,4524,13553,4439,28,"manufacturing",5
"2081",2081,112,488,408,13118,997,51,"services",9
"2082",2082,80,881,375,19859,3015,51,"services",3
"2083",2083,85,536,349,7880,3360,45,"services",32
"2084",2084,134,649,550,31952,13332,51,"services",3
"2085",2085,1000,9000,3945,38099,26725,34,"manufacturing",3
"2086",2086,500,2693,2560,10982,4829,45,"services",25
"2087",2087,230,2315,1239,15961,6845,34,"manufacturing",3
"2088",2088,60,385,366,3331,917,28,"manufacturing",12
"2089",2089,77,1144,494,13370,1591,51,"services",5
"2090",2090,11,24,101,2377,739,51,"services",6
"2091",2091,77,1384,1172,3294,1029,45,"services",3
"2092",2092,150,846,715,2557,1166,45,"services",8
"2093",2093,100,3004,677,8693,7397,26,"manufacturing",10
"2094",2094,160,790,691,3388,1308,45,"services",9
"2095",2095,360,2022,1514,7517,2356,19,"manufacturing",4
"2096",2096,526,2538,2335,4482,3355,85,"services",4
"2097",2097,100,583,437,2643,1443,28,"manufacturing",15
"2098",2098,300,985,798,1954,994,15,"manufacturing",49
"2099",2099,288,2715,1571,10987,6100,52,"services",8
"2100",2100,17,679,258,6460,3214,51,"services",5
"2101",2101,181,733,166,3742,13177,34,"manufacturing",3
"2102",2102,10,48,25,71,58,51,"services",2
"2103",2103,70,325,322,1108,13608,93,"services",2
"2104",2104,80,629,321,3105,1040,52,"services",9
"2105",2105,33,240,137,832,228,45,"services",7
"2106",2106,105,612,465,2624,1465,60,"services",8
"2107",2107,23,382,62,4005,1060,52,"services",8
"2108",2108,22,328,250,2336,1977,45,"services",11
"2109",2109,5,419,418,508,108,35,"manufacturing",5
"2110",2110,26,350,404,7812,3617,51,"services",3
"2111",2111,65,472,468,2709,1348,31,"manufacturing",9
"2112",2112,65,372,301,557,1445,73,"services",27
"2113",2113,2,268,245,942,348,32,"manufacturing",3
"2114",2114,126,745,576,5902,1430,45,"services",13
"2115",2115,18,195,117,6587,841,51,"services",3
"2116",2116,12,245,57,3995,1657,51,"services",3
"2117",2117,100,765,662,1645,485,45,"services",4
"2118",2118,170,962,826,2461,2045,29,"manufacturing",19
"2119",2119,249,676,982,2218,1131,29,"manufacturing",3
"2120",2120,4,14,134,39,5222,55,"services",2
"2121",2121,175,1373,791,2666,1968,60,"services",54
"2122",2122,72,440,364,1523,720,45,"services",25
"2123",2123,13,88,72,506,179,37,"manufacturing",3
"2124",2124,45,574,344,6746,8931,51,"services",5
"2125",2125,30,285,69,2129,794,45,"services",2
"2126",2126,50,619,287,6478,1408,50,"services",10
"2127",2127,250,2735,1102,29376,3654,52,"services",10
"2128",2128,38,2871,930,8851,7962,74,"services",9
"2129",2129,7,81,53,2040,483,65,"services",6
"2130",2130,160,797,664,2489,672,45,"services",10
"2131",2131,103,401,278,1949,1421,17,"manufacturing",8
"2132",2132,116,2147,762,5232,3273,92,"services",8
"2133",2133,38,550,219,3365,1770,51,"services",11
"2134",2134,179,1863,1223,5424,1873,26,"manufacturing",36
"2135",2135,63,142,148,2587,957,51,"services",10
"2136",2136,300,2890,2080,5932,4769,73,"services",48
"2137",2137,200,671,938,9821,4247,36,"manufacturing",4
"2138",2138,126,785,557,3735,1687,45,"services",4
"2139",2139,74,329,220,5069,2093,45,"services",4
"2140",2140,150,1549,671,3233,2271,29,"manufacturing",8
"2141",2141,135,844,439,8515,2292,15,"manufacturing",10
"2142",2142,50,10722,272,7139,31384,51,"services",8
"2143",2143,20,396,189,888,847,25,"manufacturing",6
"2144",2144,120,682,576,1263,1282,74,"services",47
"2145",2145,367,4211,1955,17425,26119,34,"manufacturing",4
"2146",2146,23,226,94,3766,1030,51,"services",4
"2147",2147,190,1974,1435,7716,2899,45,"services",12
"2148",2148,248,148,932,5155,4341,20,"manufacturing",24
"2149",2149,170,498,933,4189,5437,15,"manufacturing",10
"2150",2150,50,442,273,7709,1990,51,"services",8
"2151",2151,280,2093,1586,6264,1891,45,"services",9
"2152",2152,3,151,6,4550,3823,51,"services",11
"2153",2153,3,103,36,521,4672,70,"services",3
"2154",2154,104,1455,702,3240,2648,31,"manufacturing",13
"2155",2155,124,836,586,2536,893,29,"manufacturing",43
"2156",2156,168,495,529,1462,1291,28,"manufacturing",43
"2157",2157,105,1390,1320,2657,563,45,"services",9
"2158",2158,70,638,352,6369,1743,21,"manufacturing",11
"2159",2159,120,574,516,2693,870,45,"services",10
"2160",2160,187,1293,616,3115,2484,18,"manufacturing",11
"2161",2161,155,952,779,5594,1426,45,"services",8
"2162",2162,113,1054,668,1955,4517,41,"manufacturing",41
"2163",2163,60,443,408,7481,1758,50,"services",8
"2164",2164,98,844,521,1363,7810,41,"manufacturing",9
"2165",2165,350,2197,1512,5315,6203,29,"manufacturing",2
"2166",2166,10,110,96,1004,110,72,"services",3
"2167",2167,60,402,917,8360,7766,26,"manufacturing",7
"2168",2168,45,720,154,4231,4894,15,"manufacturing",10
"2169",2169,73,866,628,5052,1942,37,"manufacturing",11
"2170",2170,124,996,934,2101,1903,72,"services",10
"2171",2171,50,303,359,6970,1090,28,"manufacturing",11
"2172",2172,450,1452,1752,3178,1420,85,"services",3
"2173",2173,204,1683,1270,5412,2800,31,"manufacturing",8
"2174",2174,262,1512,1351,2991,1678,60,"services",44
"2175",2175,116,821,347,3526,2931,31,"manufacturing",8
"2176",2176,152,1006,884,3980,991,60,"services",6
"2177",2177,90,818,555,2836,973,60,"services",10
"2178",2178,130,138,541,916,397,11,"manufacturing",54
"2179",2179,366,1614,1359,4857,2306,28,"manufacturing",28
"2180",2180,280,964,1129,3454,2137,29,"manufacturing",49
"2181",2181,63,1190,332,4937,3289,25,"manufacturing",4
"2182",2182,200,1730,1542,2980,1077,31,"manufacturing",3
"2183",2183,296,1428,1027,2761,2956,19,"manufacturing",7
"2184",2184,102,800,767,2804,647,15,"manufacturing",8
"2185",2185,75,1280,695,3562,2417,74,"services",2
"2186",2186,20,228,169,555,324,55,"services",2
"2187",2187,100,752,498,3176,1029,29,"manufacturing",54
"2188",2188,30,94,88,4984,2963,51,"services",11
"2189",2189,18,712,227,5567,3241,28,"manufacturing",6
"2190",2190,23,1857,131,2158,6707,65,"services",3
"2191",2191,40,607,526,12093,4284,51,"services",4
"2192",2192,250,1484,1025,3953,2512,93,"services",9
"2193",2193,17,250,184,4944,1956,10,"manufacturing",2
"2194",2194,260,2136,1433,5764,2093,45,"services",8
"2195",2195,27,9813,599,17479,161482,70,"services",11
"2196",2196,809,6454,6434,94008,30707,52,"services",8
"2197",2197,858,8696,5097,90386,31018,34,"manufacturing",2
"2198",2198,4,2587,40,3856,23918,70,"services",10
"2199",2199,5,7406,110,3438,18928,70,"services",9
"2200",2200,44,264,157,3533,1128,50,"services",7
"2201",2201,30,1556,238,4139,10748,40,"manufacturing",3
"2202",2202,49,157,177,4252,1418,15,"manufacturing",10
"2203",2203,90,818,723,3214,1782,40,"manufacturing",3
"2204",2204,300,2923,1133,6235,7825,35,"manufacturing",7
"2205",2205,80,353,290,4101,2068,15,"manufacturing",4
"2206",2206,25,642,246,3680,1908,21,"manufacturing",10
"2207",2207,24,699,197,1600,835,29,"manufacturing",7
"2208",2208,22,297,124,978,346,72,"services",8
"2209",2209,87,1089,693,6048,2877,29,"manufacturing",6
"2210",2210,130,803,542,4014,1034,19,"manufacturing",6
"2211",2211,130,984,1048,5560,2001,45,"services",4
"2212",2212,110,379,508,3311,3620,25,"manufacturing",21
"2213",2213,389,2677,2063,8407,5148,26,"manufacturing",50
"2214",2214,516,3158,2211,69562,28045,45,"services",6
"2215",2215,103,724,1084,13723,6636,51,"services",6
"2216",2216,85,2592,1235,4514,2410,63,"services",8
"2217",2217,130,3338,548,12282,6943,34,"manufacturing",3
"2218",2218,34,688,233,4917,1111,50,"services",7
"2219",2219,50,857,436,10221,2308,50,"services",9
"2220",2220,111,1379,824,2495,23090,63,"services",3
"2221",2221,270,998,868,1537,1286,60,"services",1
"2222",2222,40,573,305,6085,2734,51,"services",10
"2223",2223,42,445,118,4087,1200,51,"services",10
"2224",2224,225,1714,761,3354,6861,32,"manufacturing",3
"2225",2225,80,584,433,1543,1898,28,"manufacturing",10
"2226",2226,70,1449,667,3927,1273,85,"services",8
"2227",2227,78,448,318,3751,1681,20,"manufacturing",10
"2228",2228,5,436,169,2179,1530,74,"services",4
"2229",2229,40,510,576,5699,2403,31,"manufacturing",11
"2230",2230,40,1071,822,6211,2028,51,"services",3
"2231",2231,55,848,334,2765,3426,40,"manufacturing",2
"2232",2232,70,725,573,10215,2594,50,"services",28
"2233",2233,52,1606,722,8945,4777,72,"services",9
"2234",2234,420,3329,2393,6516,5593,19,"manufacturing",7
"2235",2235,108,251,218,1323,609,20,"manufacturing",7
"2236",2236,300,1273,1517,65436,19840,51,"services",46
"2237",2237,13,215,125,425,2221,51,"services",4
"2238",2238,78,667,605,2015,618,74,"services",8
"2239",2239,100,1187,319,7925,3425,51,"services",9
"2240",2240,90,832,665,4363,2431,51,"services",47
"2241",2241,80,954,381,2632,1196,17,"manufacturing",8
"2242",2242,19,422,146,4969,2469,51,"services",5
"2243",2243,95,915,500,3249,3320,15,"manufacturing",7
"2244",2244,123,1058,643,2671,1472,90,"services",7
"2245",2245,807,3423,2194,9850,9107,29,"manufacturing",2
"2246",2246,24,369,147,16118,4549,51,"services",3
"2247",2247,100,1963,1492,7463,1746,22,"manufacturing",5
"2248",2248,60,333,256,2159,1178,51,"services",42
"2249",2249,239,964,781,3684,771,45,"services",48
"2250",2250,98,1573,472,3337,1673,18,"manufacturing",8
"2251",2251,29,320,198,4389,1903,51,"services",7
"2252",2252,118,1616,786,3969,1419,45,"services",11
"2253",2253,15,49,28,175,981,65,"services",1
"2254",2254,100,556,320,3241,2167,51,"services",3
"2255",2255,38,225,175,588,1006,55,"services",6
"2256",2256,48,768,434,4203,1918,45,"services",7
"2257",2257,12,177,72,1832,1651,29,"manufacturing",4
"2258",2258,81,976,507,2174,13334,70,"services",3
"2259",2259,60,486,269,10292,3015,51,"services",8
"2260",2260,70,666,307,9243,1617,50,"services",5
"2261",2261,29,1221,150,13786,3458,51,"services",8
"2262",2262,323,1265,953,6532,3011,15,"manufacturing",9
"2263",2263,233,6874,1608,30705,20851,21,"manufacturing",7
"2264",2264,60,1367,438,16443,1942,50,"services",2
"2265",2265,72,775,565,3016,974,74,"services",10
"2266",2266,120,1282,622,9856,2014,51,"services",2
"2267",2267,100,2288,598,4250,2208,45,"services",4
"2268",2268,85,553,488,10514,1480,50,"services",2
"2269",2269,240,1712,641,7126,4204,34,"manufacturing",3
"2270",2270,100,763,597,1769,1836,90,"services",8
"2271",2271,23,39,314,9161,5262,51,"services",2
"2272",2272,67,493,392,1721,2082,45,"services",7
"2273",2273,80,237,667,4474,3634,15,"manufacturing",9
"2274",2274,280,977,875,7436,1781,36,"manufacturing",49
"2275",2275,82,1399,486,5249,3177,63,"services",8
"2276",2276,106,1142,740,3336,5711,15,"manufacturing",1
"2277",2277,178,3926,1750,17912,4644,28,"manufacturing",1
"2278",2278,60,1788,407,12538,15294,15,"manufacturing",2
"2279",2279,563,6073,5367,24008,6009,63,"services",9
"2280",2280,29,217,85,3936,2293,51,"services",8
"2281",2281,180,1570,1185,6742,8160,60,"services",2
"2282",2282,192,682,602,1723,486,72,"services",11
"2283",2283,52,4003,255,5329,12374,65,"services",7
"2284",2284,32,405,297,781,271,22,"manufacturing",45
"2285",2285,17,492,317,4878,3080,28,"manufacturing",7
"2286",2286,12,578,244,4320,4876,51,"services",4
"2287",2287,100,907,557,3071,1136,45,"services",8
"2288",2288,43,270,275,3098,2000,51,"services",10
"2289",2289,58,924,488,2297,1219,45,"services",5
"2290",2290,200,612,499,3571,1054,18,"manufacturing",47
"2291",2291,138,983,781,7196,3898,40,"manufacturing",1
"2292",2292,54,1129,355,17131,11326,15,"manufacturing",4
"2293",2293,40,666,245,8587,2688,50,"services",7
"2294",2294,26,901,189,8953,2873,51,"services",9
"2295",2295,83,648,430,9392,1646,50,"services",9
"2296",2296,20,1811,1521,12231,3870,45,"services",14
"2297",2297,9,1276,90,2008,4929,65,"services",2
"2298",2298,45,597,175,4231,1655,51,"services",9
"2299",2299,35,531,250,5380,3177,51,"services",13
"2300",2300,50,655,305,4276,1497,51,"services",3
"2301",2301,90,69,428,1305,1418,31,"manufacturing",31
"2302",2302,131,772,541,3284,1453,63,"services",5
"2303",2303,25,655,285,4428,1313,63,"services",5
"2304",2304,69,948,632,1816,1027,63,"services",5
"2305",2305,132,1175,963,3407,1427,40,"manufacturing",4
"2306",2306,7,623,157,3962,1746,51,"services",8
"2307",2307,234,1920,1793,4104,1670,29,"manufacturing",2
"2308",2308,19,2185,371,5271,57610,65,"services",4
"2309",2309,120,1477,715,3247,1459,29,"manufacturing",9
"2310",2310,124,541,387,6453,607,52,"services",3
"2311",2311,4,2092,50,10331,3005,45,"services",5
"2312",2312,209,990,877,2895,1029,45,"services",2
"2313",2313,67,377,207,1067,671,45,"services",8
"2314",2314,40,1987,280,22617,11798,51,"services",5
"2315",2315,874,9276,6597,21123,17392,74,"services",44
"2316",2316,202,1840,742,5479,1940,36,"manufacturing",7
"2317",2317,43,212,225,3799,1510,51,"services",1
"2318",2318,47,1509,344,3771,24484,45,"services",3
"2319",2319,415,2734,1113,12771,10834,31,"manufacturing",2
"2320",2320,2819,21661,23855,51189,43792,10,"manufacturing",1
"2321",2321,67,836,514,6261,1524,51,"services",7
"2322",2322,59,343,255,3108,971,60,"services",9
"2323",2323,838,3467,3314,6114,2115,85,"services",2
"2324",2324,149,1391,1148,5057,1158,37,"manufacturing",2
